State,Date,PopulationEst_2021,LandArea_sqkm,new_case,new_death,Recovered,Total_Confirmed,Total_Confirmed_per10000,Total_Confirmed_per100SqKm,Total_Recovered,Total_Deceased,Total_Deceased_per10000,Total_Deceased_per100SqKm,Total_Tested,First_Dose_Administered,Partial_Vaccination_per100,Second_Dose_Administered,Full_Vaccination_per100,Male_Vaccinated,Female_Vaccinated,Transgender_Vaccinated,Total_Covaxin_Administered,Total_CoviShield_Administered,Total_SputnikV_Administered,18-45_Age,45-60_Age,60up_Age,Total_Doses_Administered,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Haryana,2020-07-14,30351496,44212,699,4,453,22628,7.45532,51.1807,17090,312,0.102796,0.705691,388760,,0,,0,,,,,,,,,,,-48,-3,-75,-43,-34,12
Haryana,2020-07-15,30351496,44212,678,7,577,23306,7.6787,52.7142,17667,319,0.105102,0.721524,400155,,0,,0,,,,,,,,,,,-46,-1,-72,-43,-33,12
Haryana,2020-07-16,30351496,44212,696,3,518,24002,7.90801,54.2884,18185,322,0.10609,0.728309,409852,,0,,0,,,,,,,,,,,-46,-2,-73,-43,-31,13
Haryana,2020-07-17,30351496,44212,795,5,533,24797,8.16994,56.0866,18718,327,0.107738,0.739618,424692,,0,,0,,,,,,,,,,,-47,-2,-72,-43,-30,13
Haryana,2020-07-18,30351496,44212,750,17,600,25547,8.41705,57.783,19318,344,0.113339,0.778069,436535,,0,,0,,,,,,,,,,,-46,0,-73,-40,-23,11
Haryana,2020-07-19,30351496,44212,617,5,475,26164,8.62033,59.1785,19793,349,0.114986,0.789378,447345,,0,,0,,,,,,,,,,,-54,-15,-77,-45,-18,10
Haryana,2020-07-20,30351496,44212,694,6,433,26858,8.84899,60.7482,20226,355,0.116963,0.802949,457310,,0,,0,,,,,,,,,,,-45,1,-72,-42,-32,12
Haryana,2020-07-21,30351496,44212,604,9,726,27462,9.04799,62.1144,20952,364,0.119928,0.823306,467740,,0,,0,,,,,,,,,,,-49,-11,-74,-44,-35,13
Haryana,2020-07-22,30351496,44212,724,8,745,28186,9.28653,63.7519,21697,372,0.122564,0.841401,477412,,0,,0,,,,,,,,,,,-46,-4,-73,-43,-33,13
Haryana,2020-07-23,30351496,44212,789,6,552,28975,9.54648,65.5365,22249,378,0.124541,0.854972,490414,,0,,0,,,,,,,,,,,-45,-3,-73,-42,-31,13
Haryana,2020-07-24,30351496,44212,780,4,704,29755,9.80347,67.3007,22953,382,0.125859,0.864019,505220,,0,,0,,,,,,,,,,,-47,-4,-72,-42,-29,13
Haryana,2020-07-25,30351496,44212,783,7,701,30538,10.0614,69.0717,23654,389,0.128165,0.879852,536323,,0,,0,,,,,,,,,,,-46,-2,-73,-40,-25,11
Haryana,2020-07-26,30351496,44212,794,3,730,31332,10.323,70.8676,24384,392,0.129153,0.886637,549463,,0,,0,,,,,,,,,,,-53,-13,-75,-44,-15,10
Haryana,2020-07-27,30351496,44212,795,5,662,32127,10.585,72.6658,25046,397,0.130801,0.897946,559326,,0,,0,,,,,,,,,,,-44,2,-70,-40,-31,12
Haryana,2020-07-28,30351496,44212,749,9,712,32876,10.8318,74.3599,25758,406,0.133766,0.918303,570219,,0,,0,,,,,,,,,,,-46,-3,-71,-40,-32,11
Haryana,2020-07-29,30351496,44212,755,7,662,33631,11.0805,76.0676,26420,413,0.136072,0.934136,582639,,0,,0,,,,,,,,,,,-46,-1,-71,-42,-32,12
Haryana,2020-07-30,30351496,44212,623,4,920,34254,11.2858,77.4767,27340,417,0.13739,0.943183,600893,,0,,0,,,,,,,,,,,-45,-3,-70,-42,-31,12
Haryana,2020-07-31,30351496,44212,711,4,887,34965,11.52,79.0849,28227,421,0.138708,0.95223,612591,,0,,0,,,,,,,,,,,-42,2,-69,-40,-32,12
Haryana,2020-08-01,30351496,44212,793,7,853,35758,11.7813,80.8785,29080,428,0.141014,0.968063,628806,,0,,0,,,,,,,,,,,-42,3,-69,-39,-28,10
Haryana,2020-08-02,30351496,44212,761,5,610,36519,12.032,82.5997,29690,433,0.142662,0.979372,646286,,0,,0,,,,,,,,,,,-41,2,-71,-36,-12,6
Haryana,2020-08-03,30351496,44212,654,7,780,37173,12.2475,84.079,30470,440,0.144968,0.995205,657949,,0,,0,,,,,,,,,,,-44,-2,-66,-44,-59,13
Haryana,2020-08-04,30351496,44212,623,8,756,37796,12.4528,85.4881,31226,448,0.147604,1.0133,671064,,0,,0,,,,,,,,,,,-45,-6,-69,-39,-34,8
Haryana,2020-08-05,30351496,44212,752,7,734,38548,12.7005,87.189,31960,455,0.14991,1.02913,683500,,0,,0,,,,,,,,,,,-41,-8,-72,-42,-32,10
Haryana,2020-08-06,30351496,44212,755,3,680,39303,12.9493,88.8967,32640,458,0.150899,1.03592,697779,,0,,0,,,,,,,,,,,-41,-9,-72,-42,-29,10
Haryana,2020-08-07,30351496,44212,751,9,804,40054,13.1967,90.5953,33444,467,0.153864,1.05627,713061,,0,,0,,,,,,,,,,,-41,-7,-71,-41,-28,10
Haryana,2020-08-08,30351496,44212,789,7,587,40843,13.4567,92.3799,34031,474,0.15617,1.07211,730036,,0,,0,,,,,,,,,,,-41,-7,-72,-40,-23,9
Haryana,2020-08-09,30351496,44212,792,9,750,41635,13.7176,94.1713,34781,483,0.159135,1.09246,744080,,0,,0,,,,,,,,,,,-46,-16,-75,-41,-11,7
Haryana,2020-08-10,30351496,44212,794,6,711,42429,13.9792,95.9672,35492,489,0.161112,1.10603,753945,,0,,0,,,,,,,,,,,-35,2,-70,-39,-29,9
Haryana,2020-08-11,30351496,44212,798,11,590,43227,14.2421,97.7721,36082,500,0.164737,1.13091,771769,,0,,0,,,,,,,,,,,-37,-3,-70,-38,-33,9
Haryana,2020-08-12,30351496,44212,797,3,612,44024,14.5047,99.5748,36694,503,0.165725,1.1377,786839,,0,,0,,,,,,,,,,,-38,-3,-70,-45,-42,14
Haryana,2020-08-13,30351496,44212,793,8,792,44817,14.766,101.368,37486,511,0.168361,1.15579,801784,,0,,0,,,,,,,,,,,-44,-16,-72,-44,-33,13
Haryana,2020-08-14,30351496,44212,797,7,862,45614,15.0286,103.171,38348,518,0.170667,1.17163,817509,,0,,0,,,,,,,,,,,-36,-2,-69,-38,-27,9
Haryana,2020-08-15,30351496,44212,796,10,591,46410,15.2908,104.972,38939,528,0.173962,1.19425,830477,,0,,0,,,,,,,,,,,-41,-8,-70,-45,-48,15
Haryana,2020-08-16,30351496,44212,743,10,662,47153,15.5356,106.652,39601,538,0.177257,1.21686,844422,,0,,0,,,,,,,,,,,-45,-15,-73,-40,-10,6
Haryana,2020-08-17,30351496,44212,887,12,1009,48040,15.8279,108.658,40610,550,0.18121,1.24401,854757,,0,,0,,,,,,,,,,,-36,0,-68,-38,-28,8
Haryana,2020-08-18,30351496,44212,896,7,688,48936,16.1231,110.685,41298,557,0.183516,1.25984,867458,,0,,0,,,,,,,,,,,-38,-7,-69,-38,-28,8
Haryana,2020-08-19,30351496,44212,994,10,758,49930,16.4506,112.933,42056,567,0.186811,1.28246,889259,,0,,0,,,,,,,,,,,-44,-14,-71,-42,-33,12
Haryana,2020-08-20,30351496,44212,996,11,737,50926,16.7787,115.186,42793,578,0.190435,1.30734,910877,,0,,0,,,,,,,,,,,-42,-10,-71,-43,-31,12
Haryana,2020-08-21,30351496,44212,1203,7,620,52129,17.1751,117.907,43413,585,0.192742,1.32317,926568,,0,,0,,,,,,,,,,,-37,-2,-68,-39,-27,10
Haryana,2020-08-22,30351496,44212,1161,12,600,53290,17.5576,120.533,44013,597,0.196695,1.35031,944764,,0,,0,,,,,,,,,,,-55,-24,-73,-48,-31,11
Haryana,2020-08-23,30351496,44212,1096,6,809,54386,17.9187,123.012,44822,603,0.198672,1.36388,964297,,0,,0,,,,,,,,,,,-58,-29,-74,-47,-19,8
Haryana,2020-08-24,30351496,44212,1074,10,583,55460,18.2726,125.441,45405,613,0.201967,1.3865,983187,,0,,0,,,,,,,,,,,-30,9,-66,-35,-26,8
Haryana,2020-08-25,30351496,44212,1148,10,1091,56608,18.6508,128.038,46496,623,0.205262,1.40912,1001781,,0,,0,,,,,,,,,,,-33,1,-67,-35,-28,8
Haryana,2020-08-26,30351496,44212,1397,11,1117,58005,19.1111,131.197,47613,634,0.208886,1.434,1025524,,0,,0,,,,,,,,,,,-36,-1,-68,-38,-27,9
Haryana,2020-08-27,30351496,44212,1293,12,1077,59298,19.5371,134.122,48690,646,0.21284,1.46114,1051189,,0,,0,,,,,,,,,,,-37,-3,-67,-38,-25,9
Haryana,2020-08-28,30351496,44212,1298,15,1020,60596,19.9647,137.058,49710,661,0.217782,1.49507,1076063,,0,,0,,,,,,,,,,,-36,-2,-66,-38,-26,9
Haryana,2020-08-29,30351496,44212,1391,9,1001,61987,20.423,140.204,50711,670,0.220747,1.51543,1103832,,0,,0,,,,,,,,,,,-41,-7,-69,-39,-20,8
Haryana,2020-08-30,30351496,44212,1295,12,909,63282,20.8497,143.133,51620,682,0.224701,1.54257,1130073,,0,,0,,,,,,,,,,,-39,-6,-68,-34,-1,5
Haryana,2020-08-31,30351496,44212,1450,7,1052,64732,21.3274,146.413,52672,689,0.227007,1.5584,1150126,,0,,0,,,,,,,,,,,-36,-2,-65,-39,-27,9
Haryana,2020-09-01,30351496,44212,1694,17,1163,66426,21.8856,150.244,53835,706,0.232608,1.59685,1172778,,0,,0,,,,,,,,,,,-35,-1,-65,-35,-29,8
Haryana,2020-09-02,30351496,44212,1792,15,1040,68218,22.476,154.297,54875,721,0.23755,1.63078,1195800,,0,,0,,,,,,,,,,,-37,-3,-66,-39,-28,9
Haryana,2020-09-03,30351496,44212,1881,19,1014,70099,23.0957,158.552,55889,740,0.24381,1.67375,1220075,,0,,0,,,,,,,,,,,-38,-6,-66,-40,-27,11
Haryana,2020-09-04,30351496,44212,1884,19,1282,71983,23.7165,162.813,57171,759,0.25007,1.71673,1245640,,0,,0,,,,,,,,,,,-39,-5,-66,-40,-26,11
Haryana,2020-09-05,30351496,44212,2289,22,1409,74272,24.4706,167.991,58580,781,0.257318,1.76649,1268518,,0,,0,,,,,,,,,,,-42,-10,-69,-38,-19,9
Haryana,2020-09-06,30351496,44212,2277,25,1471,76549,25.2208,173.141,60051,806,0.265555,1.82303,1294598,,0,,0,,,,,,,,,,,-43,-8,-69,-38,-11,8
Haryana,2020-09-07,30351496,44212,2224,23,1560,78773,25.9536,178.171,61611,829,0.273133,1.87506,1317045,,0,,0,,,,,,,,,,,-35,0,-64,-38,-28,10
Haryana,2020-09-08,30351496,44212,2286,25,1704,81059,26.7068,183.342,63315,854,0.28137,1.9316,1334010,,0,,0,,,,,,,,,,,-34,1,-64,-35,-29,9
Haryana,2020-09-09,30351496,44212,2294,28,1828,83353,27.4626,188.53,65143,882,0.290595,1.99493,1370399,,0,,0,,,,,,,,,,,-37,-2,-66,-38,-28,10
Haryana,2020-09-10,30351496,44212,2591,25,1562,85944,28.3162,194.391,66705,907,0.298832,2.05148,1399628,,0,,0,,,,,,,,,,,-36,-4,-65,-37,-28,10
Haryana,2020-09-11,30351496,44212,2388,25,1820,88332,29.103,199.792,68525,932,0.307069,2.10802,1431602,,0,,0,,,,,,,,,,,-34,-4,-64,-37,-27,11
Haryana,2020-09-12,30351496,44212,2783,24,2188,91115,30.0199,206.087,70713,956,0.314976,2.16231,1461644,,0,,0,,,,,,,,,,,-36,-6,-66,-35,-23,9
Haryana,2020-09-13,30351496,44212,2526,19,1874,93641,30.8522,211.8,72587,975,0.321236,2.20528,1490034,,0,,0,,,,,,,,,,,-40,-10,-67,-36,-11,7
Haryana,2020-09-14,30351496,44212,2488,25,2125,96129,31.6719,217.427,74712,1000,0.329473,2.26183,1514575,,0,,0,,,,,,,,,,,-30,0,-61,-36,-25,10
Haryana,2020-09-15,30351496,44212,2493,26,2454,98622,32.4933,223.066,77166,1026,0.338039,2.32064,1536656,,0,,0,,,,,,,,,,,-31,-2,-62,-34,-26,10
Haryana,2020-09-16,30351496,44212,2694,19,1771,101316,33.3809,229.16,78937,1045,0.344299,2.36361,1565646,,0,,0,,,,,,,,,,,-33,-2,-64,-36,-27,11
Haryana,2020-09-17,30351496,44212,2457,24,2753,103773,34.1904,234.717,81690,1069,0.352207,2.4179,1594079,,0,,0,,,,,,,,,,,-31,-6,-62,-39,-28,12
Haryana,2020-09-18,30351496,44212,2488,23,2188,106261,35.0101,240.344,83878,1092,0.359785,2.46992,1623268,,0,,0,,,,,,,,,,,-30,-4,-62,-37,-25,12
Haryana,2020-09-19,30351496,44212,2691,28,2272,108952,35.8967,246.431,86150,1120,0.36901,2.53325,1651482,,0,,0,,,,,,,,,,,-31,-4,-63,-32,-17,9
Haryana,2020-09-20,30351496,44212,2305,29,2547,111257,36.6562,251.644,88697,1149,0.378565,2.59884,1681221,,0,,0,,,,,,,,,,,-36,-9,-65,-33,-7,9
Haryana,2020-09-21,30351496,44212,1818,28,2187,113075,37.2552,255.756,90884,1177,0.38779,2.66217,1706758,,0,,0,,,,,,,,,,,-26,1,-59,-34,-26,11
Haryana,2020-09-22,30351496,44212,1795,29,2892,114870,37.8466,259.816,93776,1206,0.397344,2.72777,1729974,,0,,0,,,,,,,,,,,-29,-3,-61,-32,-27,11
Haryana,2020-09-23,30351496,44212,1986,27,2571,116856,38.5009,264.308,96347,1233,0.40624,2.78884,1758243,,0,,0,,,,,,,,,,,-33,-2,-63,-34,-30,14
Haryana,2020-09-24,30351496,44212,1698,22,2063,118554,39.0603,268.149,98410,1255,0.413489,2.8386,1783274,,0,,0,,,,,,,,,,,-33,-5,-63,-34,-25,14
Haryana,2020-09-25,30351496,44212,2024,18,2863,120578,39.7272,272.727,101273,1273,0.419419,2.87931,1803327,,0,,0,,,,,,,,,,,-36,-6,-63,-38,-25,15
Haryana,2020-09-26,30351496,44212,1689,18,2554,122267,40.2837,276.547,103827,1291,0.42535,2.92002,1827148,,0,,0,,,,,,,,,,,-34,-3,-63,-30,-18,12
Haryana,2020-09-27,30351496,44212,1515,16,2163,123782,40.7828,279.974,105990,1307,0.430621,2.95621,1851457,,0,,0,,,,,,,,,,,-38,-9,-65,-29,-7,11
Haryana,2020-09-28,30351496,44212,1630,24,2421,125412,41.3199,283.661,108411,1331,0.438529,3.01049,1872894,,0,,0,,,,,,,,,,,-30,2,-61,-32,-24,13
Haryana,2020-09-29,30351496,44212,1562,25,2403,126974,41.8345,287.194,110814,1356,0.446765,3.06704,1893886,,0,,0,,,,,,,,,,,-30,-1,-61,-31,-26,12
Haryana,2020-09-30,30351496,44212,1625,26,2063,128599,42.3699,290.869,112877,1382,0.455332,3.12585,1920181,,0,,0,,,,,,,,,,,-32,1,-62,-32,-27,11
Haryana,2020-10-01,30351496,44212,1313,20,2161,129912,42.8025,293.839,115038,1402,0.461921,3.17108,1947071,,0,,0,,,,,,,,,,,-32,2,-62,-28,-27,9
Haryana,2020-10-02,30351496,44212,1476,23,1678,131388,43.2888,297.177,116716,1425,0.469499,3.22311,1973593,,0,,0,,,,,,,,,,,-29,8,-57,-36,-56,17
Haryana,2020-10-03,30351496,44212,1188,25,1542,132576,43.6802,299.864,118258,1450,0.477736,3.27965,1999250,,0,,0,,,,,,,,,,,-33,2,-62,-29,-21,7
Haryana,2020-10-04,30351496,44212,1302,20,2083,133878,44.1092,302.809,120341,1470,0.484325,3.32489,2021267,,0,,0,,,,,,,,,,,-36,-3,-61,-26,-6,5
Haryana,2020-10-05,30351496,44212,1031,21,1255,134909,44.4489,305.141,121596,1491,0.491244,3.37239,2040177,,0,,0,,,,,,,,,,,-26,8,-57,-29,-26,8
Haryana,2020-10-06,30351496,44212,1206,18,1690,136115,44.8462,307.869,123286,1509,0.497175,3.4131,2079160,,0,,0,,,,,,,,,,,-27,5,-58,-28,-28,8
Haryana,2020-10-07,30351496,44212,1283,19,1555,137398,45.2689,310.771,124841,1528,0.503435,3.45608,2103722,,0,,0,,,,,,,,,,,-28,6,-60,-32,-26,9
Haryana,2020-10-08,30351496,44212,1284,20,1426,138682,45.692,313.675,126267,1548,0.510024,3.50131,2130281,,0,,0,,,,,,,,,,,-28,5,-60,-31,-23,10
Haryana,2020-10-09,30351496,44212,1250,14,1273,139932,46.1038,316.502,127540,1562,0.514637,3.53298,2156747,,0,,0,,,,,,,,,,,-27,6,-59,-32,-22,11
Haryana,2020-10-10,30351496,44212,1158,10,1301,141090,46.4854,319.122,128841,1572,0.517932,3.5556,2184243,,0,,0,,,,,,,,,,,-28,5,-60,-27,-18,9
Haryana,2020-10-11,30351496,44212,1065,7,1162,142155,46.8362,321.53,130003,1579,0.520238,3.57143,2207900,,0,,0,,,,,,,,,,,-31,3,-60,-24,-5,7
Haryana,2020-10-12,30351496,44212,1066,13,1225,143221,47.1875,323.941,131228,1592,0.524521,3.60083,2228869,,0,,0,,,,,,,,,,,-22,12,-57,-28,-23,10
Haryana,2020-10-13,30351496,44212,1081,9,1154,144302,47.5436,326.387,132382,1601,0.527486,3.62119,2249349,,0,,0,,,,,,,,,,,-22,9,-57,-26,-24,10
Haryana,2020-10-14,30351496,44212,1205,13,1324,145507,47.9406,329.112,133706,1614,0.53177,3.65059,2273580,,0,,0,,,,,,,,,,,-22,10,-58,-28,-23,10
Haryana,2020-10-15,30351496,44212,1199,9,1013,146706,48.3357,331.824,134719,1623,0.534735,3.67095,2299341,,0,,0,,,,,,,,,,,-22,11,-57,-26,-22,11
Haryana,2020-10-16,30351496,44212,1227,11,1139,147933,48.7399,334.599,135858,1634,0.538359,3.69583,2324943,,0,,0,,,,,,,,,,,-20,20,-56,-24,-21,11
Haryana,2020-10-17,30351496,44212,1148,6,1318,149081,49.1182,337.196,137176,1640,0.540336,3.7094,2350871,,0,,0,,,,,,,,,,,-28,10,-60,-26,-15,10
Haryana,2020-10-18,30351496,44212,952,0,1175,150033,49.4318,339.349,138351,1640,0.540336,3.7094,2371474,,0,,0,,,,,,,,,,,-28,5,-59,-22,-3,8
Haryana,2020-10-19,30351496,44212,1201,8,1160,151234,49.8275,342.066,139511,1648,0.542972,3.72749,2387906,,0,,0,,,,,,,,,,,-21,12,-56,-27,-22,11
Haryana,2020-10-20,30351496,44212,940,12,925,152174,50.1372,344.192,140436,1660,0.546925,3.75464,2406566,,0,,0,,,,,,,,,,,-21,9,-57,-25,-24,10
Haryana,2020-10-21,30351496,44212,1193,14,1070,153367,50.5303,346.89,141506,1674,0.551538,3.7863,2429010,,0,,0,,,,,,,,,,,-23,9,-57,-29,-23,10
Haryana,2020-10-22,30351496,44212,1128,14,1292,154495,50.9019,349.441,142798,1688,0.556151,3.81797,2455407,,0,,0,,,,,,,,,,,-22,10,-56,-27,-22,9
Haryana,2020-10-23,30351496,44212,1270,17,1180,155765,51.3204,352.314,143978,1705,0.561752,3.85642,2480029,,0,,0,,,,,,,,,,,-22,14,-55,-27,-23,9
Haryana,2020-10-24,30351496,44212,1299,15,1218,157064,51.7484,355.252,145196,1720,0.566694,3.89035,2505052,,0,,0,,,,,,,,,,,-25,8,-56,-25,-19,8
Haryana,2020-10-25,30351496,44212,1240,7,1086,158304,52.1569,358.057,146282,1727,0.569,3.90618,2527343,,0,,0,,,,,,,,,,,-23,8,-55,-22,-10,5
Haryana,2020-10-26,30351496,44212,1153,10,1284,159457,52.5368,360.665,147566,1737,0.572295,3.9288,2543257,,0,,0,,,,,,,,,,,-16,15,-52,-25,-24,8
Haryana,2020-10-27,30351496,44212,1248,13,937,160705,52.948,363.487,148503,1750,0.576578,3.9582,2562470,,0,,0,,,,,,,,,,,-17,12,-53,-22,-24,7
Haryana,2020-10-28,30351496,44212,1518,8,948,162223,53.4481,366.921,149451,1758,0.579214,3.9763,2587171,,0,,0,,,,,,,,,,,-20,10,-55,-27,-24,8
Haryana,2020-10-29,30351496,44212,1594,8,1209,163817,53.9733,370.526,150660,1766,0.581849,3.99439,2611412,,0,,0,,,,,,,,,,,-21,7,-55,-27,-22,9
Haryana,2020-10-30,30351496,44212,1650,11,1179,165467,54.5169,374.258,151839,1777,0.585474,4.01927,2636083,,0,,0,,,,,,,,,,,-21,10,-54,-27,-24,10
Haryana,2020-10-31,30351496,44212,1743,12,1391,167210,55.0912,378.2,153230,1789,0.589427,4.04641,2660556,,0,,0,,,,,,,,,,,-26,4,-57,-27,-17,8
Haryana,2020-11-01,30351496,44212,1670,6,1221,168880,55.6414,381.978,154451,1795,0.591404,4.05998,2680435,,0,,0,,,,,,,,,,,-24,8,-56,-20,-1,6
Haryana,2020-11-02,30351496,44212,1566,15,1266,170446,56.1574,385.52,155717,1810,0.596346,4.09391,2694833,,0,,0,,,,,,,,,,,-15,17,-53,-26,-22,9
Haryana,2020-11-03,30351496,44212,1684,7,1258,172130,56.7122,389.329,156975,1817,0.598653,4.10974,2714652,,0,,0,,,,,,,,,,,-11,22,-50,-23,-23,8
Haryana,2020-11-04,30351496,44212,1952,19,1161,174082,57.3553,393.744,158136,1836,0.604913,4.15272,2738375,,0,,0,,,,,,,,,,,-21,7,-56,-33,-30,13
Haryana,2020-11-05,30351496,44212,2064,23,1507,176146,58.0354,398.412,159643,1859,0.61249,4.20474,2759529,,0,,0,,,,,,,,,,,-23,5,-56,-30,-22,10
Haryana,2020-11-06,30351496,44212,2267,21,1533,178413,58.7823,403.54,161176,1880,0.619409,4.25224,2782656,,0,,0,,,,,,,,,,,-24,7,-55,-30,-21,10
Haryana,2020-11-07,30351496,44212,2011,17,1638,180424,59.4448,408.088,162814,1897,0.62501,4.29069,2809277,,0,,0,,,,,,,,,,,-23,9,-56,-25,-11,8
Haryana,2020-11-08,30351496,44212,2380,15,1630,182804,60.229,413.471,164444,1912,0.629952,4.32462,2833607,,0,,0,,,,,,,,,,,-25,7,-56,-22,4,7
Haryana,2020-11-09,30351496,44212,2427,7,2151,185231,61.0286,418.961,166595,1919,0.632259,4.34045,2852300,,0,,0,,,,,,,,,,,-17,13,-52,-28,-21,9
Haryana,2020-11-10,30351496,44212,2546,16,1826,187777,61.8675,424.72,168421,1935,0.63753,4.37664,2875690,,0,,0,,,,,,,,,,,-15,15,-52,-24,-23,8
Haryana,2020-11-11,30351496,44212,2546,23,1829,190323,62.7063,430.478,170250,1958,0.645108,4.42866,2900690,,0,,0,,,,,,,,,,,-14,20,-53,-23,-23,9
Haryana,2020-11-12,30351496,44212,2788,21,2015,193111,63.6249,436.784,172265,1979,0.652027,4.47616,2930335,,0,,0,,,,,,,,,,,-6,34,-49,-17,-22,7
Haryana,2020-11-13,30351496,44212,2688,27,2115,195799,64.5105,442.864,174380,2006,0.660923,4.53723,2956315,,0,,0,,,,,,,,,,,-4,41,-47,-16,-30,9
Haryana,2020-11-14,30351496,44212,2118,5,1988,197917,65.2083,447.654,176368,2011,0.66257,4.54854,2979336,,0,,0,,,,,,,,,,,-26,16,-53,-34,-55,17
Haryana,2020-11-15,30351496,44212,1957,8,1930,199874,65.8531,452.081,178298,2019,0.665206,4.56663,2995118,,0,,0,,,,,,,,,,,-37,-14,-61,-35,-27,10
Haryana,2020-11-16,30351496,44212,2153,19,2349,202027,66.5625,456.951,180647,2038,0.671466,4.60961,3005801,,0,,0,,,,,,,,,,,-17,11,-49,-28,-49,10
Haryana,2020-11-17,30351496,44212,2450,25,2614,204477,67.3697,462.492,183261,2063,0.679703,4.66615,3021179,,0,,0,,,,,,,,,,,-18,9,-52,-21,-30,6
Haryana,2020-11-18,30351496,44212,2562,30,2142,207039,68.2138,468.287,185403,2093,0.689587,4.73401,3046661,,0,,0,,,,,,,,,,,-21,9,-54,-26,-26,8
Haryana,2020-11-19,30351496,44212,2212,20,2156,209251,68.9426,473.29,187559,2113,0.696177,4.77925,3074194,,0,,0,,,,,,,,,,,-20,9,-53,-26,-24,9
Haryana,2020-11-20,30351496,44212,3104,25,2508,212355,69.9652,480.311,190067,2138,0.704413,4.83579,3106471,,0,,0,,,,,,,,,,,-21,10,-52,-27,-26,10
Haryana,2020-11-21,30351496,44212,2666,25,2466,215021,70.8436,486.341,192533,2163,0.71265,4.89234,3141508,,0,,0,,,,,,,,,,,-22,8,-54,-23,-18,7
Haryana,2020-11-22,30351496,44212,2279,25,2235,217300,71.5945,491.496,194768,2188,0.720887,4.94888,3175091,,0,,0,,,,,,,,,,,-25,4,-53,-17,-4,5
Haryana,2020-11-23,30351496,44212,2663,28,2567,219963,72.4719,497.519,197335,2216,0.730112,5.01221,3199408,,0,,0,,,,,,,,,,,-17,13,-49,-25,-26,9
Haryana,2020-11-24,30351496,44212,2329,33,1943,222292,73.2392,502.787,199278,2249,0.740985,5.08685,3232433,,0,,0,,,,,,,,,,,-17,10,-50,-23,-29,8
Haryana,2020-11-25,30351496,44212,2197,42,1972,224489,73.9631,507.756,201250,2291,0.754823,5.18185,3269677,,0,,0,,,,,,,,,,,-20,6,-50,-24,-30,8
Haryana,2020-11-26,30351496,44212,2122,25,2267,226611,74.6622,512.555,203517,2316,0.76306,5.2384,3335699,,0,,0,,,,,,,,,,,-22,5,-51,-28,-27,9
Haryana,2020-11-27,30351496,44212,2135,29,2484,228746,75.3656,517.384,206001,2345,0.772614,5.30399,3378052,,0,,0,,,,,,,,,,,-23,5,-50,-30,-27,10
Haryana,2020-11-28,30351496,44212,1967,30,2421,230713,76.0137,521.833,208422,2375,0.782498,5.37184,3413893,,0,,0,,,,,,,,,,,-24,5,-52,-25,-19,8
Haryana,2020-11-29,30351496,44212,1809,26,2794,232522,76.6097,525.925,211216,2401,0.791065,5.43065,3540820,,0,,0,,,,,,,,,,,-26,1,-52,-21,-3,5
Haryana,2020-11-30,30351496,44212,1604,27,2120,234126,77.1382,529.553,213336,2428,0.799961,5.49172,3571541,,0,,0,,,,,,,,,,,-16,10,-46,-28,-39,11
Haryana,2020-12-01,30351496,44212,1871,28,2461,235997,77.7547,533.785,215797,2456,0.809186,5.55505,3601262,,0,,0,,,,,,,,,,,-18,8,-46,-21,-27,7
Haryana,2020-12-02,30351496,44212,1607,32,2646,237604,78.2841,537.42,218443,2488,0.819729,5.62743,3633138,,0,,0,,,,,,,,,,,-23,5,-32,-28,-25,9
Haryana,2020-12-03,30351496,44212,1635,32,2760,239239,78.8228,541.118,221203,2520,0.830272,5.69981,3669876,,0,,0,,,,,,,,,,,-23,5,-32,-28,-22,10
Haryana,2020-12-04,30351496,44212,1602,19,2770,240841,79.3506,544.741,223973,2539,0.836532,5.74278,3707439,,0,,0,,,,,,,,,,,-24,5,-32,-29,-22,10
Haryana,2020-12-05,30351496,44212,1557,25,2551,242398,79.8636,548.263,226524,2564,0.844769,5.79933,3745080,,0,,0,,,,,,,,,,,-24,5,-33,-24,-14,7
Haryana,2020-12-06,30351496,44212,1498,24,1887,243896,80.3572,551.651,228411,2588,0.852676,5.85361,3782619,,0,,0,,,,,,,,,,,-25,2,-28,-19,-6,5
Haryana,2020-12-07,30351496,44212,1392,23,2140,245288,80.8158,554.8,230551,2611,0.860254,5.90564,3806770,,0,,0,,,,,,,,,,,-17,8,-24,-22,-27,7
Haryana,2020-12-08,30351496,44212,1391,13,1557,246679,81.2741,557.946,232108,2624,0.864537,5.93504,3842153,,0,,0,,,,,,,,,,,-30,-9,-32,-40,-32,11
Haryana,2020-12-09,30351496,44212,1400,26,1588,248079,81.7353,561.112,233696,2650,0.873104,5.99385,3871079,,0,,0,,,,,,,,,,,-21,5,-29,-19,-27,7
Haryana,2020-12-10,30351496,44212,1250,26,1501,249329,82.1472,563.94,235197,2676,0.88167,6.05266,3902258,,0,,0,,,,,,,,,,,-21,4,-29,-17,-25,8
