State,Date,PopulationEst_2021,LandArea_sqkm,new_case,new_death,Recovered,Total_Confirmed,Total_Confirmed_per10000,Total_Confirmed_per100SqKm,Total_Recovered,Total_Deceased,Total_Deceased_per10000,Total_Deceased_per100SqKm,Total_Tested,First_Dose_Administered,Partial_Vaccination_per100,Second_Dose_Administered,Full_Vaccination_per100,Male_Vaccinated,Female_Vaccinated,Transgender_Vaccinated,Total_Covaxin_Administered,Total_CoviShield_Administered,Total_SputnikV_Administered,18-45_Age,45-60_Age,60up_Age,Total_Doses_Administered,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Uttarakhand,2021-06-14,10116752,53483,296,25,990,337175,333.284,630.434,320549,6960,6.87968,13.0135,5151524,2671224,26.404,705788,6.97643,1383222,1287321,681,166784,3210228,0,785590,1031451,853188,3377012,-15,42,-6,3,-21,12
Uttarakhand,2021-06-15,10116752,53483,274,25,515,337449,333.555,630.946,321064,6985,6.90439,13.0602,5167879,2705277,26.7406,713828,7.0559,1401080,1303493,704,175439,3243666,0,811610,1036648,855979,3419105,-39,-7,-16,-15,-26,15
Uttarakhand,2021-06-16,10116752,53483,353,12,398,337802,333.904,631.606,321462,6997,6.91625,13.0827,5192496,2725505,26.9405,719149,7.1085,1411693,1313102,710,181875,3262779,0,826000,1040303,858142,3444654,-19,33,-12,5,-15,12
Uttarakhand,2021-06-17,10116752,53483,264,14,345,338066,334.165,632.1,321807,7011,6.93009,13.1088,5221431,2752271,27.2051,724912,7.16546,1426087,1325464,720,186337,3290846,0,844181,1045645,861349,3477183,-39,-6,-18,-13,-23,15
Uttarakhand,2021-06-18,10116752,53483,222,6,451,338288,334.384,632.515,322258,7017,6.93602,13.1201,5248525,2786799,27.5464,728850,7.20439,1444973,1341094,732,189344,3326305,0,870017,1051333,864301,3515649,-26,17,-18,-10,-18,15
Uttarakhand,2021-06-19,10116752,53483,220,9,217,338508,334.601,632.926,322475,7026,6.94492,13.1369,5273776,2809750,27.7732,732186,7.23736,1457704,1351300,746,192539,3349397,0,887565,1054849,866144,3541936,-45,-20,-23,-20,-27,17
Uttarakhand,2021-06-20,10116752,53483,136,9,206,338644,334.736,633.181,322681,7035,6.95381,13.1537,5289955,2821983,27.8942,734171,7.25698,1464695,1356535,753,194170,3361984,0,897025,1056773,866973,3556154,-45,-25,-17,-16,-30,15
Uttarakhand,2021-06-21,10116752,53483,163,9,323,338807,334.897,633.485,323004,7044,6.96271,13.1705,5314843,2938547,29.0463,737953,7.29437,1528130,1409598,819,196058,3480442,0,1004130,1063021,869938,3676500,-14,38,-4,4,-20,10
Uttarakhand,2021-06-22,10116752,53483,171,8,221,338978,335.066,633.805,323225,7052,6.97062,13.1855,5338677,3056963,30.2168,742122,7.33558,1593122,1462972,869,197750,3601335,0,1113268,1069166,872876,3799085,-19,23,-6,3,-19,11
Uttarakhand,2021-06-23,10116752,53483,149,16,152,339127,335.213,634.084,323377,7068,6.98643,13.2154,5365420,3176320,31.3966,746020,7.37411,1658244,1517137,939,199599,3722741,0,1222165,1076290,876020,3922340,-18,29,-7,6,-14,11
Uttarakhand,2021-06-24,10116752,53483,118,6,250,339245,335.33,634.304,323627,7074,6.99236,13.2266,5388118,3274993,32.372,751458,7.42786,1711046,1562968,979,200809,3825642,0,1311790,1082422,878796,4026451,-15,26,-5,6,-16,11
Uttarakhand,2021-06-25,10116752,53483,128,9,228,339373,335.456,634.544,323855,7083,7.00126,13.2435,5413845,3365897,33.2705,758280,7.49529,,,,202104,3922073,0,,,,4124177,-13,32,-4,7,-14,11
Uttarakhand,2021-06-26,10116752,53483,164,3,272,339537,335.619,634.85,324127,7086,7.00422,13.2491,5440807,3425878,33.8634,767994,7.59131,,,,204157,3989715,0,,,,4193872,-32,-4,-4,-3,-24,13
Uttarakhand,2021-06-27,10116752,53483,82,2,122,339619,335.7,635.004,324249,7088,7.0062,13.2528,5460182,3443111,34.0338,771453,7.6255,,,,206539,4008025,0,,,,4214564,-37,-18,-1,-5,-26,12
Uttarakhand,2021-06-28,10116752,53483,120,4,280,339739,335.818,635.228,324529,7092,7.01016,13.2603,5483552,3478499,34.3836,784497,7.75444,,,,209537,4053459,0,,,,4262996,-4,49,7,17,-17,9
Uttarakhand,2021-06-29,10116752,53483,194,3,237,339933,336.01,635.591,324766,7095,7.01312,13.2659,5507850,3536398,34.9559,803258,7.93988,,,,218034,4121622,0,,,,4339656,-9,36,2,15,-16,9
Uttarakhand,2021-06-30,10116752,53483,322,221,243,340255,336.328,636.193,325009,7316,7.23157,13.6791,5533958,3579832,35.3852,821957,8.12471,,,,224605,4177184,0,,,,4401789,-10,36,-3,15,-12,9
Uttarakhand,2021-07-01,10116752,53483,124,8,244,340379,336.451,636.425,325253,7324,7.23948,13.6941,5555584,3609832,35.6817,836715,8.27059,,,,231811,4214736,0,,,,4446547,-7,36,2,17,-14,10
Uttarakhand,2021-07-02,10116752,53483,109,3,108,340488,336.559,636.628,325361,7327,7.24244,13.6997,5576775,3631790,35.8988,847657,8.37875,,,,241475,4237972,0,,,,4479447,-7,39,3,16,-11,10
Uttarakhand,2021-07-03,10116752,53483,158,4,187,340646,336.715,636.924,325548,7331,7.2464,13.7072,5600586,3664283,36.22,863011,8.53051,,,,253945,4273349,0,,,,4527294,-2,40,16,29,-10,9
Uttarakhand,2021-07-04,10116752,53483,78,2,144,340724,336.792,637.07,325692,7333,7.24837,13.7109,5629971,3710330,36.6751,878580,8.68441,,,,269819,4319091,0,,,,4588910,-26,-10,16,14,-26,12
Uttarakhand,2021-07-05,10116752,53483,69,2,250,340793,336.86,637.199,325942,7335,7.25035,13.7146,5651292,3774218,37.3066,913767,9.03222,,,,288117,4399868,0,,,,4687985,5,58,17,31,-13,8
Uttarakhand,2021-07-06,10116752,53483,89,3,101,340882,336.948,637.365,326043,7338,7.25332,13.7202,5677464,3821058,37.7696,941511,9.30646,,,,304319,4458250,0,,,,4762569,-2,43,9,26,-13,9
Uttarakhand,2021-07-07,10116752,53483,77,0,104,340959,337.024,637.509,326147,7338,7.25332,13.7202,5704961,3843884,37.9952,957624,9.46573,,,,313394,4488114,0,,,,4801508,-2,42,8,28,-9,9
Uttarakhand,2021-07-08,10116752,53483,64,0,120,341023,337.087,637.629,326267,7338,7.25332,13.7202,5729388,3865405,38.208,970884,9.5968,,,,321896,4514393,0,,,,4836289,-3,39,6,26,-11,10
Uttarakhand,2021-07-09,10116752,53483,65,0,184,341088,337.152,637.75,326451,7338,7.25332,13.7202,5759406,3882032,38.3723,982216,9.70881,,,,330103,4534145,0,,,,4864248,2,50,11,32,-8,9
Uttarakhand,2021-07-10,10116752,53483,49,0,200,341137,337.2,637.842,326651,7338,7.25332,13.7202,5788696,3899297,38.543,990023,9.78598,,,,340885,4548435,0,,,,4889320,4,47,22,41,-17,9
Uttarakhand,2021-07-11,10116752,53483,42,1,112,341179,337.242,637.92,326763,7339,7.2543,13.7221,5813093,3913957,38.6879,993203,9.81741,,,,354819,4552341,0,,,,4907160,-13,13,14,39,-15,10
Uttarakhand,2021-07-12,10116752,53483,51,2,205,341230,337.292,638.016,326968,7341,7.25628,13.7259,5835438,3930208,38.8485,1000875,9.89324,,,,369798,4561285,0,,,,4931083,2,49,14,32,-14,8
Uttarakhand,2021-07-13,10116752,53483,44,10,144,341274,337.336,638.098,327112,7351,7.26617,13.7446,5860058,3938366,38.9292,1021805,10.1001,,,,376207,4583964,0,,,,4960171,-7,35,3,27,-13,10
Uttarakhand,2021-07-14,10116752,53483,33,1,140,341307,337.368,638.16,327252,7352,7.26715,13.7464,5884370,3968209,39.2241,1056210,10.4402,,,,384542,4639877,0,,,,5024419,-2,42,10,30,-8,9
Uttarakhand,2021-07-15,10116752,53483,55,2,62,341362,337.423,638.263,327314,7354,7.26913,13.7502,5908046,3992311,39.4624,1100085,10.8739,,,,393143,4699253,0,,,,5092396,0,43,8,30,-9,8
Uttarakhand,2021-07-16,10116752,53483,39,1,32,341401,337.461,638.336,327346,7355,7.27012,13.752,5929722,4014316,39.6799,1130904,11.1785,,,,399141,4746079,0,,,,5145220,-3,42,7,23,-15,10
Uttarakhand,2021-07-17,10116752,53483,32,1,66,341433,337.493,638.395,327412,7356,7.27111,13.7539,5954389,4035902,39.8933,1165525,11.5207,,,,405293,4796134,0,,,,5201427,-4,38,8,27,-8,8
Uttarakhand,2021-07-18,10116752,53483,19,0,52,341452,337.511,638.431,327464,7356,7.27111,13.7539,5973244,4052712,40.0594,1177603,11.6401,,,,407336,4822979,0,,,,5230315,-21,4,1,17,-14,11
Uttarakhand,2021-07-19,10116752,53483,34,1,47,341486,337.545,638.494,327511,7357,7.2721,13.7558,5993581,4088662,40.4148,1210201,11.9623,,,,412692,4886171,0,,,,5298863,-19,13,-8,8,-17,14
Uttarakhand,2021-07-20,10116752,53483,50,0,33,341536,337.595,638.588,327544,7357,7.2721,13.7558,6014967,4132892,40.852,1240885,12.2656,,,,417042,4956735,0,,,,5373777,-1,46,6,29,-10,9
Uttarakhand,2021-07-21,10116752,53483,37,0,14,341573,337.631,638.657,327558,7357,7.2721,13.7558,6035217,4150600,41.027,1255342,12.4085,,,,418647,4987295,0,,,,5405942,-13,24,0,13,-26,14
Uttarakhand,2021-07-22,10116752,53483,56,2,48,341629,337.686,638.762,327606,7359,7.27407,13.7595,6060032,4169098,41.2098,1279446,12.6468,,,,421716,5026828,0,,,,5448544,-3,39,4,22,-8,10
Uttarakhand,2021-07-23,10116752,53483,11,0,58,341640,337.697,638.782,327664,7359,7.27407,13.7595,6086477,4195409,41.4699,1303053,12.8802,,,,424127,5074335,0,,,,5498462,1,46,8,26,-4,9
Uttarakhand,2021-07-24,10116752,53483,33,0,28,341673,337.73,638.844,327692,7359,7.27407,13.7595,6114944,4210352,41.6176,1316369,13.0118,,,,427429,5099292,0,,,,5526721,0,40,14,30,-8,9
Uttarakhand,2021-07-25,10116752,53483,51,0,24,341724,337.78,638.939,327716,7359,7.27407,13.7595,6138887,4213887,41.6526,1323538,13.0826,,,,427797,5109628,0,,,,5537425,-12,14,10,24,-9,10
Uttarakhand,2021-07-26,10116752,53483,54,0,50,341778,337.834,639.04,327766,7359,7.27407,13.7595,6164559,4229473,41.8066,1344250,13.2874,,,,429982,5143741,0,,,,5573723,-4,40,7,23,-9,10
Uttarakhand,2021-07-27,10116752,53483,96,2,52,341874,337.929,639.22,327818,7361,7.27605,13.7633,6192906,4248420,41.9939,1367578,13.518,,,,432579,5183419,0,,,,5615998,-2,37,6,27,-7,8
Uttarakhand,2021-07-28,10116752,53483,60,0,46,341934,337.988,639.332,327864,7361,7.27605,13.7633,6220716,4268486,42.1923,1380204,13.6428,,,,434711,5213979,0,,,,5648690,-14,20,-6,13,-7,12
Uttarakhand,2021-07-29,10116752,53483,48,0,51,341982,338.035,639.422,327915,7361,7.27605,13.7633,6246383,4346421,42.9626,1396538,13.8042,,,,437740,5305219,0,,,,5742959,-4,35,0,23,-3,10
Uttarakhand,2021-07-30,10116752,53483,41,1,64,342023,338.076,639.499,327979,7362,7.27704,13.7651,6272832,4413409,43.6248,1418408,14.0204,,,,442345,5389472,0,,,,5831817,-5,38,-3,18,1,10
Uttarakhand,2021-07-31,10116752,53483,116,0,129,342139,338.191,639.715,328108,7362,7.27704,13.7651,6298254,4470779,44.1918,1436211,14.1964,,,,448301,5458689,0,,,,5906990,2,47,8,26,1,8
Uttarakhand,2021-08-01,10116752,53483,22,0,45,342161,338.212,639.757,328153,7362,7.27704,13.7651,6319514,4557653,45.0506,1444724,14.2805,,,,454701,5547676,0,,,,6002377,-7,23,9,24,-6,9
Uttarakhand,2021-08-02,10116752,53483,37,1,71,342198,338.249,639.826,328224,7363,7.27803,13.767,6342329,4625366,45.7199,1463816,14.4692,,,,461960,5627222,0,,,,6089182,2,53,12,30,-5,8
Uttarakhand,2021-08-03,10116752,53483,48,3,38,342246,338.296,639.915,328262,7366,7.28099,13.7726,6367822,4682015,46.2798,1482989,14.6587,,,,467267,5697737,0,,,,6165004,2,47,9,33,-4,8
Uttarakhand,2021-08-04,10116752,53483,37,0,42,342283,338.333,639.985,328304,7366,7.28099,13.7726,6392957,4768578,47.1355,1503432,14.8608,,,,471743,5800267,0,,,,6272010,-1,44,4,30,0,8
Uttarakhand,2021-08-05,10116752,53483,24,0,67,342307,338.357,640.03,328371,7366,7.28099,13.7726,6417333,4842044,47.8616,1527427,15.098,,,,480083,5889388,0,,,,6369471,3,45,3,29,-2,9
Uttarakhand,2021-08-06,10116752,53483,29,1,48,342336,338.385,640.084,328419,7367,7.28198,13.7745,6443888,4882166,48.2582,1542112,15.2432,,,,483068,5941210,0,,,,6424278,3,48,5,28,2,9
Uttarakhand,2021-08-07,10116752,53483,38,0,57,342374,338.423,640.155,328476,7367,7.28198,13.7745,6466339,5023301,49.6533,1574923,15.5675,,,,493188,6105036,0,,,,6598224,5,50,9,33,-1,7
Uttarakhand,2021-08-08,10116752,53483,18,0,46,342392,338.441,640.188,328522,7367,7.28198,13.7745,6483473,5041919,49.8373,1583454,15.6518,,,,498443,6126930,0,,,,6625373,-6,20,11,30,-7,9
Uttarakhand,2021-08-09,10116752,53483,31,1,47,342423,338.471,640.246,328569,7368,7.28297,13.7763,6505490,5070544,50.1203,1596572,15.7815,,,,502376,6164740,0,,,,6667116,3,50,10,28,-4,8
Uttarakhand,2021-08-10,10116752,53483,39,0,41,342462,338.51,640.319,328610,7368,7.28297,13.7763,6526861,5168303,51.0866,1622282,16.0356,,,,505157,6285428,0,,,,6790585,9,57,10,38,-1,7
Uttarakhand,2021-08-11,10116752,53483,40,1,48,342502,338.549,640.394,328658,7369,7.28396,13.7782,6547208,5242790,51.8229,1646176,16.2718,,,,508462,6380504,0,,,,6888966,3,46,5,33,2,8
Uttarakhand,2021-08-12,10116752,53483,24,0,37,342526,338.573,640.439,328695,7369,7.28396,13.7782,6566843,5338254,52.7665,1672231,16.5293,,,,512862,6497623,0,,,,7010485,4,45,4,31,1,8
Uttarakhand,2021-08-13,10116752,53483,27,1,40,342553,338.6,640.49,328735,7370,7.28495,13.7801,6587494,5416458,53.5395,1696380,16.768,,,,518542,6594296,0,,,,7112838,1,40,2,27,3,9
Uttarakhand,2021-08-14,10116752,53483,19,0,24,342572,338.619,640.525,328759,7370,7.28495,13.7801,6607562,5495857,54.3243,1722454,17.0258,,,,525657,6692654,0,,,,7218311,10,52,15,33,-6,8
Uttarakhand,2021-08-15,10116752,53483,16,0,31,342588,338.634,640.555,328790,7370,7.28495,13.7801,6619466,5502376,54.3888,1724263,17.0436,,,,526281,6700358,0,,,,7226639,-5,17,20,28,-4,9
Uttarakhand,2021-08-16,10116752,53483,18,1,54,342606,338.652,640.589,328844,7371,7.28594,13.7819,6637901,5581275,55.1686,1748225,17.2805,,,,532121,6797379,0,,,,7329500,10,55,19,36,-2,7
Uttarakhand,2021-08-17,10116752,53483,31,2,41,342637,338.683,640.647,328885,7373,7.28791,13.7857,6657529,5661560,55.9622,1773065,17.526,,,,538038,6896587,0,,,,7434625,8,50,13,37,-1,7
Uttarakhand,2021-08-18,10116752,53483,31,1,29,342668,338.713,640.705,328914,7374,7.2889,13.7876,6676652,5714400,56.4845,1790761,17.7009,,,,542088,6963073,0,,,,7505161,4,47,6,36,7,8
Uttarakhand,2021-08-19,10116752,53483,33,2,20,342701,338.746,640.766,328934,7376,7.29088,13.7913,6692588,5780221,57.1351,1811352,17.9045,,,,546733,7044840,0,,,,7591573,7,48,8,37,2,8
Uttarakhand,2021-08-20,10116752,53483,15,0,24,342716,338.761,640.794,328958,7376,7.29088,13.7913,6708593,5826433,57.5919,1825566,18.045,,,,549325,7102674,0,,,,7651999,-2,33,-6,22,-13,14
Uttarakhand,2021-08-21,10116752,53483,21,1,32,342737,338.782,640.834,328990,7377,7.29187,13.7932,6722977,5882552,58.1466,1844581,18.2329,,,,554631,7172502,0,,,,7727133,21,72,11,56,-1,5
Uttarakhand,2021-08-22,10116752,53483,12,0,16,342749,338.794,640.856,329006,7377,7.29187,13.7932,6732635,5884620,58.1671,1845616,18.2432,,,,554842,7175328,66,,,,7730236,-8,12,9,34,-27,4
Uttarakhand,2021-08-23,10116752,53483,22,0,24,342771,338.815,640.897,329030,7377,7.29187,13.7932,6744811,5958654,58.8989,1868443,18.4688,,,,558786,7268136,175,,,,7827097,5,48,12,38,-8,5
Uttarakhand,2021-08-24,10116752,53483,15,0,17,342786,338.83,640.925,329047,7377,7.29187,13.7932,6761182,6025049,59.5552,1891169,18.6934,,,,563650,7352259,309,,,,7916218,0,38,6,38,-2,7
Uttarakhand,2021-08-25,10116752,53483,32,0,22,342818,338.862,640.985,329069,7377,7.29187,13.7932,6777503,6074506,60.044,1909921,18.8788,,,,567744,7416283,400,,,,7984427,-6,31,-1,34,3,9
Uttarakhand,2021-08-26,10116752,53483,25,0,21,342843,338.886,641.032,329090,7377,7.29187,13.7932,6795653,6155360,60.8432,1932199,19.099,,,,571435,7515637,487,,,,8087559,4,44,5,36,3,8
Uttarakhand,2021-08-27,10116752,53483,32,3,32,342875,338.918,641.092,329122,7380,7.29483,13.7988,6812404,6239601,61.6759,1954536,19.3198,,,,575239,7618318,580,,,,8194137,1,37,0,29,6,9
Uttarakhand,2021-08-28,10116752,53483,19,0,14,342894,338.937,641.127,329136,7380,7.29483,13.7988,6829733,6323589,62.5061,1980622,19.5776,,,,579477,7724034,700,,,,8304211,6,42,8,36,0,9
Uttarakhand,2021-08-29,10116752,53483,16,0,7,342910,338.953,641.157,329143,7380,7.29483,13.7988,6845842,6385277,63.1159,1997889,19.7483,,,,581839,7800582,745,,,,8383166,2,28,16,35,0,9
Uttarakhand,2021-08-30,10116752,53483,38,1,16,342948,338.99,641.228,329159,7381,7.29582,13.8006,6859272,6413799,63.3978,2006022,19.8287,,,,582870,7836139,812,,,,8419821,9,57,21,31,-27,13
Uttarakhand,2021-08-31,10116752,53483,28,6,24,342976,339.018,641.28,329183,7387,7.30175,13.8119,6876339,6484552,64.0972,2031051,20.0761,,,,586842,7927905,856,,,,8515603,6,45,9,38,3,6
Uttarakhand,2021-09-01,10116752,53483,25,0,14,343001,339.043,641.327,329197,7387,7.30175,13.8119,6895451,6545641,64.701,2054214,20.3051,,,,590221,8008721,913,,,,8599855,1,41,2,34,7,8
Uttarakhand,2021-09-02,10116752,53483,33,0,15,343034,339.075,641.389,329212,7387,7.30175,13.8119,6914911,6605623,65.2939,2081973,20.5795,,,,594539,8092107,950,,,,8687596,6,47,5,32,6,8
Uttarakhand,2021-09-03,10116752,53483,36,0,9,343070,339.111,641.456,329221,7387,7.30175,13.8119,6931457,6665214,65.8829,2111441,20.8707,,,,598611,8177024,1020,,,,8776655,5,47,3,26,9,9
Uttarakhand,2021-09-04,10116752,53483,14,1,30,343084,339.125,641.482,329251,7388,7.30274,13.8137,6950594,6713470,66.3599,2140984,21.1628,,,,602513,8250844,1097,,,,8854454,8,46,8,33,7,7
Uttarakhand,2021-09-05,10116752,53483,16,0,20,343100,339.14,641.512,329271,7388,7.30274,13.8137,6968497,6749270,66.7138,2161465,21.3652,,,,605411,8304207,1117,,,,8910735,2,28,12,31,-1,9
Uttarakhand,2021-09-06,10116752,53483,25,0,35,343125,339.165,641.559,329306,7388,7.30274,13.8137,6984996,6794255,67.1585,2194218,21.689,,,,608935,8378369,1169,,,,8988473,13,60,16,36,3,6
Uttarakhand,2021-09-07,10116752,53483,14,1,21,343139,339.179,641.585,329327,7389,7.30373,13.8156,7004656,6835380,67.565,2225830,22.0014,,,,612062,8447943,1205,,,,9061210,12,53,13,38,5,7
Uttarakhand,2021-09-08,10116752,53483,12,0,34,343151,339.191,641.608,329361,7389,7.30373,13.8156,7024202,6874796,67.9546,2253948,22.2794,,,,614863,8512645,1236,,,,9128744,8,50,8,38,9,7
Uttarakhand,2021-09-09,10116752,53483,16,0,26,343167,339.207,641.638,329387,7389,7.30373,13.8156,7043105,6915009,68.3521,2281452,22.5512,,,,617798,8577400,1263,,,,9196461,9,49,8,34,7,7
Uttarakhand,2021-09-10,10116752,53483,20,0,28,343187,339.226,641.675,329415,7389,7.30373,13.8156,7062188,6953864,68.7361,2309710,22.8305,,,,621230,8641050,1294,,,,9263574,9,49,9,33,7,8
Uttarakhand,2021-09-11,10116752,53483,24,0,23,343211,339.25,641.72,329438,7389,7.30373,13.8156,7081010,6990744,69.1007,2342182,23.1515,,,,625583,8706007,1336,,,,9332926,9,43,16,34,-3,8
Uttarakhand,2021-09-12,10116752,53483,12,0,20,343223,339.262,641.742,329458,7389,7.30373,13.8156,7098368,7010378,69.2947,2357802,23.3059,,,,627785,8739043,1352,,,,9368180,6,33,19,39,-3,8
Uttarakhand,2021-09-13,10116752,53483,19,0,37,343242,339.281,641.778,329495,7389,7.30373,13.8156,7114102,7041295,69.6004,2393791,23.6617,,,,630586,8803115,1385,,,,9435086,7,48,11,34,3,7
Uttarakhand,2021-09-14,10116752,53483,19,0,26,343261,339.3,641.813,329521,7389,7.30373,13.8156,7133139,7070125,69.8853,2434574,24.0648,,,,633933,8869327,1439,,,,9504699,,,,,,
Uttarakhand,2021-09-15,10116752,53483,49,0,33,343310,339.348,641.905,329554,7389,7.30373,13.8156,7152326,7094939,70.1306,2476868,24.4828,,,,636731,8933549,1527,,,,9571807,,,,,,
Uttar Pradesh,2020-03-14,241066874,248268,12,0,4,13,0.000539269,0.00523628,0,0,0,0,,,0,,0,,,,,,,,,,,-5,-1,1,-2,-9,2
Uttar Pradesh,2020-03-15,241066874,248268,1,0,0,13,0.000539269,0.00523628,0,0,0,0,,,0,,0,,,,,,,,,,,-7,1,-1,2,1,1
Uttar Pradesh,2020-03-16,241066874,248268,0,0,0,13,0.000539269,0.00523628,0,0,0,0,,,0,,0,,,,,,,,,,,-2,6,4,4,-4,1
Uttar Pradesh,2020-03-17,241066874,248268,2,0,1,15,0.000622234,0.00604186,0,0,0,0,,,0,,0,,,,,,,,,,,-3,4,3,-1,-6,1
Uttar Pradesh,2020-03-18,241066874,248268,2,0,0,17,0.000705199,0.00684744,0,0,0,0,,,0,,0,,,,,,,,,,,-7,4,1,-5,-6,2
Uttar Pradesh,2020-03-19,241066874,248268,3,0,4,20,0.000829645,0.00805581,0,0,0,0,,,0,,0,,,,,,,,,,,-9,5,0,-8,-7,2
Uttar Pradesh,2020-03-20,241066874,248268,4,0,0,24,0.000995574,0.00966697,0,0,0,0,,,0,,0,,,,,,,,,,,-14,3,-3,-13,-11,3
Uttar Pradesh,2020-03-21,241066874,248268,4,0,0,28,0.0011615,0.0112781,0,0,0,0,,,0,,0,,,,,,,,,,,-27,-5,-14,-24,-17,6
Uttar Pradesh,2020-03-22,241066874,248268,2,0,0,30,0.00124447,0.0120837,0,0,0,0,,,0,,0,,,,,,,,,,,-73,-71,-50,-68,-47,18
Uttar Pradesh,2020-03-23,241066874,248268,2,0,0,34,0.0014104,0.0136949,0,0,0,0,,,0,,0,,,,,,,,,,,-50,-33,-29,-58,-49,18
Uttar Pradesh,2020-03-24,241066874,248268,3,0,2,35,0.00145188,0.0140977,0,0,0,0,,,0,,0,,,,,,,,,,,-57,-41,-35,-65,-57,20
Uttar Pradesh,2020-03-25,241066874,248268,3,0,0,38,0.00157633,0.015306,0,0,0,0,,,0,,0,,,,,,,,,,,-71,-63,-45,-76,-65,25
Uttar Pradesh,2020-03-26,241066874,248268,4,0,0,42,0.00174226,0.0169172,0,0,0,0,,,0,,0,,,,,,,,,,,-70,-61,-44,-75,-63,24
Uttar Pradesh,2020-03-27,241066874,248268,7,0,0,49,0.00203263,0.0197367,0,0,0,0,,,0,,0,,,,,,,,,,,-71,-63,-43,-75,-63,25
Uttar Pradesh,2020-03-28,241066874,248268,16,0,0,65,0.00269635,0.0261814,0,0,0,0,,,0,,0,,,,,,,,,,,-70,-62,-44,-73,-60,24
Uttar Pradesh,2020-03-29,241066874,248268,7,0,0,72,0.00298672,0.0290009,11,0,0,0,,,0,,0,,,,,,,,,,,-70,-62,-47,-72,-42,18
Uttar Pradesh,2020-03-30,241066874,248268,24,0,6,96,0.0039823,0.0386679,17,0,0,0,,,0,,0,,,,,,,,,,,-69,-60,-43,-75,-61,24
Uttar Pradesh,2020-03-31,241066874,248268,8,0,0,104,0.00431416,0.0418902,17,0,0,0,,,0,,0,,,,,,,,,,,-68,-60,-42,-75,-61,23
Uttar Pradesh,2020-04-01,241066874,248268,13,2,0,117,0.00485343,0.0471265,17,2,8.29645e-05,0.000805581,,,0,,0,,,,,,,,,,,-70,-62,-44,-76,-62,24
Uttar Pradesh,2020-04-02,241066874,248268,11,0,0,128,0.00530973,0.0515572,17,2,8.29645e-05,0.000805581,,,0,,0,,,,,,,,,,,-70,-62,-43,-76,-61,24
Uttar Pradesh,2020-04-03,241066874,248268,46,0,0,174,0.00721791,0.0700856,17,2,8.29645e-05,0.000805581,,,0,,0,,,,,,,,,,,-69,-60,-41,-75,-59,23
Uttar Pradesh,2020-04-04,241066874,248268,60,0,4,234,0.00970685,0.094253,21,2,8.29645e-05,0.000805581,,,0,,0,,,,,,,,,,,-70,-61,-44,-76,-55,23
Uttar Pradesh,2020-04-05,241066874,248268,44,1,0,278,0.0115321,0.111976,21,3,0.000124447,0.00120837,5255,,0,,0,,,,,,,,,,,-70,-62,-47,-74,-38,17
Uttar Pradesh,2020-04-06,241066874,248268,27,0,0,305,0.0126521,0.122851,21,3,0.000124447,0.00120837,,,0,,0,,,,,,,,,,,-69,-58,-41,-76,-60,24
Uttar Pradesh,2020-04-07,241066874,248268,27,0,0,332,0.0137721,0.133726,21,3,0.000124447,0.00120837,,,0,,0,,,,,,,,,,,-69,-46,-33,-72,-60,23
Uttar Pradesh,2020-04-08,241066874,248268,29,1,10,361,0.0149751,0.145407,31,4,0.000165929,0.00161116,,,0,,0,,,,,,,,,,,-68,-39,-33,-71,-61,24
Uttar Pradesh,2020-04-09,241066874,248268,49,0,0,410,0.0170077,0.165144,31,4,0.000165929,0.00161116,8402,,0,,0,,,,,,,,,,,-72,-51,-38,-74,-62,26
Uttar Pradesh,2020-04-10,241066874,248268,23,0,1,433,0.0179618,0.174408,32,4,0.000165929,0.00161116,9332,,0,,0,,,,,,,,,,,-72,-50,-36,-74,-62,26
Uttar Pradesh,2020-04-11,241066874,248268,19,1,13,452,0.01875,0.182061,45,5,0.000207411,0.00201395,10595,,0,,0,,,,,,,,,,,-72,-51,-38,-74,-59,25
Uttar Pradesh,2020-04-12,241066874,248268,31,0,0,483,0.0200359,0.194548,45,5,0.000207411,0.00201395,11855,,0,,0,,,,,,,,,,,-72,-51,-42,-73,-41,19
Uttar Pradesh,2020-04-13,241066874,248268,75,0,4,558,0.0231471,0.224757,49,5,0.000207411,0.00201395,13287,,0,,0,,,,,,,,,,,-71,-47,-36,-73,-59,26
Uttar Pradesh,2020-04-14,241066874,248268,102,3,1,660,0.0273783,0.265842,50,8,0.000331858,0.00322232,15914,,0,,0,,,,,,,,,,,-70,-47,-33,-72,-61,24
Uttar Pradesh,2020-04-15,241066874,248268,75,3,7,735,0.0304895,0.296051,57,11,0.000456305,0.0044307,19506,,0,,0,,,,,,,,,,,-70,-42,-34,-71,-58,24
Uttar Pradesh,2020-04-16,241066874,248268,70,2,11,805,0.0333932,0.324246,68,13,0.000539269,0.00523628,21384,,0,,0,,,,,,,,,,,-81,-32,-55,-70,-58,24
Uttar Pradesh,2020-04-17,241066874,248268,44,1,14,849,0.0352184,0.341969,82,14,0.000580752,0.00563907,24643,,0,,0,,,,,,,,,,,-82,-32,-54,-71,-58,25
